,id,filename,width,height,depth,name,xmin,xmax,ymin,ymax
13667,13667,n02104029_4473,400,300,3,kuvasz,45,359,21,283
18369,18369,n02110806_1102,500,375,3,basenji,121,236,85,245
17645,17645,n02109961_1276,334,500,3,eskimo_dog,0,311,21,498
20470,20470,n02112706_2184,650,541,3,brabancon_griffon,155,626,31,539
10537,10537,n02099712_6455,500,375,3,labrador_retriever,46,410,28,374
6522,6522,n02094258_1281,500,375,3,norwich_terrier,70,232,83,369
18725,18725,n02110958_15615,500,375,3,pug,95,464,173,289
20260,20260,n02112350_6927,500,311,3,keeshond,186,377,123,250
18590,18590,n02110806_3673,375,500,3,basenji,111,308,153,473
20583,20583,n02113023_2992,500,333,3,pembroke,40,188,46,304
5252,5252,n02092002_9656,333,500,3,scottish_deerhound,28,331,87,498
13782,13782,n02105056_2036,158,240,3,groenendael,11,147,6,239
16817,16817,n02108089_10939,360,270,3,boxer,189,359,17,269
9095,9095,n02097474_4907,500,333,3,tibetan_terrier,73,178,71,244
14075,14075,n02105162_5252,400,300,3,malinois,177,242,82,250
16850,16850,n02108089_14719,500,375,3,boxer,0,499,40,345
20867,20867,n02113186_7308,381,500,3,cardigan,62,323,33,456
12256,12256,n02100877_8800,500,375,3,irish_setter,0,355,74,374
1673,1673,n02087394_6382,750,600,3,rhodesian_ridgeback,0,706,39,598
11530,11530,n02100583_14263,500,334,3,vizsla,76,323,41,333
3598,3598,n02090721_3999,500,375,3,irish_wolfhound,11,497,169,303
2826,2826,n02089078_1025,318,439,3,black-and-tan_coonhound,30,268,9,437
8490,8490,n02097130_1275,500,333,3,giant_schnauzer,180,402,52,309
7148,7148,n02095570_539,500,375,3,lakeland_terrier,143,416,0,374
45,45,n02085620_2208,500,375,3,chihuahua,178,231,144,249
21265,21265,n02113799_2280,423,282,3,standard_poodle,133,326,21,251
19435,19435,n02111500_6857,500,375,3,great_pyrenees,0,499,30,374
4228,4228,n02091244_1030,500,333,3,ibizan_hound,94,499,6,332
1365,1365,n02086910_7949,500,400,3,papillon,73,485,23,399
19444,19444,n02111500_7229,800,601,3,great_pyrenees,574,798,153,411
20073,20073,n02112137_5548,500,333,3,chow,103,497,16,331
9001,9001,n02097298_9059,500,400,3,scotch_terrier,82,499,8,399
16429,16429,n02107683_6325,500,375,3,bernese_mountain_dog,121,260,66,355
6453,6453,n02094114_1665,203,152,3,norfolk_terrier,0,158,0,151
4122,4122,n02091134_19084,383,500,3,whippet,13,312,68,476
2483,2483,n02088238_1944,328,293,3,basset,1,305,21,292
7986,7986,n02096294_5531,500,375,3,australian_terrier,123,493,0,371
20153,20153,n02112137_3467,500,375,3,chow,207,401,74,367
3781,3781,n02091032_1034,500,375,3,italian_greyhound,168,355,52,374
7988,7988,n02096294_5587,500,375,3,australian_terrier,96,384,29,287
8501,8501,n02097130_1531,500,369,3,giant_schnauzer,67,491,34,354
4885,4885,n02091831_648,400,231,3,saluki,1,373,14,227
8770,8770,n02097209_3383,446,336,3,standard_schnauzer,0,437,11,335
1399,1399,n02086646_2700,300,258,3,blenheim_spaniel,41,271,13,256
19649,19649,n02111500_389,375,500,3,great_pyrenees,108,243,2,405
6352,6352,n02094114_2169,500,486,3,norfolk_terrier,36,457,60,484
425,425,n02085936_352,500,375,3,maltese_dog,143,328,82,331
17222,17222,n02108915_4214,500,333,3,french_bulldog,187,340,137,321
18787,18787,n02110958_12447,500,375,3,pug,91,413,1,319
14618,14618,n02105641_534,352,500,3,old_english_sheepdog,0,338,21,498
20600,20600,n02113023_3913,333,500,3,pembroke,2,320,5,487
19489,19489,n02111500_3672,500,375,3,great_pyrenees,175,394,105,290
40,40,n02085620_199,300,430,3,chihuahua,65,249,50,404
18049,18049,n02110185_13434,500,333,3,siberian_husky,89,446,30,316
18561,18561,n02110806_6156,500,478,3,basenji,0,498,0,473
4158,4158,n02091134_4149,398,500,3,whippet,41,351,240,452
1339,1339,n02086910_4883,500,375,3,papillon,6,400,132,334
6330,6330,n02094114_1459,244,330,3,norfolk_terrier,18,243,7,329
14339,14339,n02105251_8951,500,375,3,briard,6,375,12,374
1031,1031,n02086079_7817,500,375,3,pekinese,317,499,152,337
15127,15127,n02106166_6084,500,375,3,border_collie,101,416,15,354
5208,5208,n02092002_7165,500,397,3,scottish_deerhound,53,499,39,396
18080,18080,n02110185_4906,350,349,3,siberian_husky,10,305,7,346
17155,17155,n02108915_1788,500,375,3,french_bulldog,0,343,31,374
4980,4980,n02091831_956,367,420,3,saluki,65,365,96,418
3754,3754,n02090721_731,500,333,3,irish_wolfhound,85,256,67,332
10110,10110,n02099429_1068,250,290,3,curly-coated_retriever,17,227,11,289
13101,13101,n02102318_10703,500,338,3,cocker_spaniel,236,426,71,251
41,41,n02085620_2053,500,375,3,chihuahua,176,441,73,366
980,980,n02086240_8825,467,500,3,shih-tzu,45,438,18,480
11055,11055,n02089867_3335,340,290,3,walker_hound,21,315,17,281
16613,16613,n02108000_157,500,375,3,entlebucher,112,451,47,351
4657,4657,n02091635_1590,1633,1223,3,otterhound,171,1440,12,1195
4839,4839,n02091831_3242,500,334,3,saluki,65,244,143,333
20277,20277,n02112350_7185,500,357,3,keeshond,91,432,17,356
12033,12033,n02100735_721,500,375,3,english_setter,67,345,54,221
16710,16710,n02108000_3491,600,450,3,entlebucher,101,330,33,448
12364,12364,n02101006_3938,500,375,3,gordon_setter,2,428,0,374
7365,7365,n02095889_5011,220,220,3,sealyham_terrier,3,216,36,192
19963,19963,n02112018_1486,500,375,3,pomeranian,35,393,0,374
8411,8411,n02096585_507,500,333,3,boston_bull,0,441,8,332
2067,2067,n02088238_10028,500,375,3,basset,30,210,41,275
15149,15149,n02106166_731,375,500,3,border_collie,41,310,70,420
4914,4914,n02091831_55,375,500,3,saluki,82,332,163,498
6639,6639,n02094258_2116,500,408,3,norwich_terrier,2,463,16,406
476,476,n02085936_5435,500,375,3,maltese_dog,2,499,28,374
5033,5033,n02092002_12544,500,375,3,scottish_deerhound,162,432,62,313
19536,19536,n02111500_9420,500,333,3,great_pyrenees,0,360,30,317
21170,21170,n02113712_4526,500,375,3,miniature_poodle,157,461,20,370
8918,8918,n02097298_3522,479,360,3,scotch_terrier,51,344,4,359
10412,10412,n02099601_7744,240,180,3,golden_retriever,0,239,6,142
10840,10840,n02100236_2423,480,373,3,german_short-haired_pointer,93,226,81,346
8400,8400,n02096585_414,422,325,3,boston_bull,46,327,120,323
14325,14325,n02105251_8587,333,500,3,briard,0,331,21,416
10597,10597,n02099712_3197,500,497,3,labrador_retriever,50,490,0,495
3203,3203,n02089867_348,300,405,3,walker_hound,35,298,7,403
4426,4426,n02091244_85,298,271,3,ibizan_hound,110,193,41,236
7495,7495,n02095889_6096,382,251,3,sealyham_terrier,3,379,0,242
18550,18550,n02110806_4966,500,377,3,basenji,241,386,172,269
10808,10808,n02100236_111,500,375,3,german_short-haired_pointer,57,455,75,374
22112,22112,n02116738_9282,500,336,3,african_hunting_dog,0,285,86,335
6336,6336,n02094114_1505,500,375,3,norfolk_terrier,156,325,109,374
8549,8549,n02097130_2250,342,500,3,giant_schnauzer,97,333,108,498
13309,13309,n02102480_4910,500,458,3,sussex_spaniel,165,387,44,453
5439,5439,n02093256_11732,500,375,3,staffordshire_bullterrier,12,230,62,374
11781,11781,n02105412_893,500,429,3,kelpie,158,418,47,401
1244,1244,n02086910_3714,500,372,3,papillon,18,163,151,298
12328,12328,n02101006_2794,375,500,3,gordon_setter,0,371,0,498
19303,19303,n02111500_1048,400,374,3,great_pyrenees,118,379,137,363
5638,5638,n02093428_1641,357,500,3,american_staffordshire_terrier,17,309,57,495
16721,16721,n02108000_364,301,480,3,entlebucher,43,287,32,475
19663,19663,n02111889_5145,360,270,3,samoyed,48,292,62,169
1701,1701,n02087394_889,333,500,3,rhodesian_ridgeback,10,287,66,432
4498,4498,n02091467_4421,500,375,3,norwegian_elkhound,34,490,28,276
9053,9053,n02097474_2348,332,500,3,tibetan_terrier,76,235,176,463
1984,1984,n02088094_5488,333,500,3,afghan_hound,115,309,160,352
6400,6400,n02094114_4537,330,500,3,norfolk_terrier,23,328,65,498
20069,20069,n02112137_2850,500,375,3,chow,1,410,39,374
5178,5178,n02092002_3271,333,500,3,scottish_deerhound,113,299,82,455
7912,7912,n02096294_1470,200,217,3,australian_terrier,31,174,25,208
11108,11108,n02093647_1156,160,170,3,bedlington_terrier,0,159,0,169
19076,19076,n02111129_5237,500,333,3,leonberg,51,499,62,312
21683,21683,n02115641_6844,250,200,3,dingo,16,239,0,199
442,442,n02085936_4262,500,333,3,maltese_dog,149,377,57,332
4094,4094,n02091134_17394,500,375,3,whippet,97,389,49,373
20074,20074,n02112137_5601,500,433,3,chow,253,465,191,414
12859,12859,n02102040_4644,447,491,3,english_springer,6,438,27,489
1159,1159,n02086646_4026,900,600,3,blenheim_spaniel,207,730,126,598
16285,16285,n02107683_4907,500,375,3,bernese_mountain_dog,69,414,33,306
6728,6728,n02094433_2006,500,333,3,yorkshire_terrier,126,368,14,322
9571,9571,n02098105_1306,500,330,3,soft-coated_wheaten_terrier,3,393,78,329
20134,20134,n02112137_7988,500,333,3,chow,97,343,27,329
6721,6721,n02094433_1770,370,500,3,yorkshire_terrier,65,245,23,273
5430,5430,n02092339_3837,333,500,3,weimaraner,63,330,141,498
6160,6160,n02093991_1534,500,375,3,irish_terrier,0,403,1,373
5061,5061,n02091635_4068,160,120,3,otterhound,22,137,3,114
4299,4299,n02091244_3748,500,375,3,ibizan_hound,30,469,30,323
7263,7263,n02095889_1323,200,173,3,sealyham_terrier,100,197,73,172
19886,19886,n02112018_4840,500,375,3,pomeranian,181,304,120,268
13164,13164,n02102318_2030,333,500,3,cocker_spaniel,0,313,173,498
13684,13684,n02104029_4679,400,338,3,kuvasz,27,383,23,308
20587,20587,n02113023_3181,375,500,3,pembroke,31,317,257,431
2967,2967,n02089078_4466,100,115,3,black-and-tan_coonhound,18,99,9,114
13733,13733,n02104365_169,375,500,3,schipperke,61,303,20,446
7636,7636,n02096051_1912,500,335,3,airedale,55,383,2,334
18570,18570,n02110806_6554,500,412,3,basenji,93,348,93,284
2275,2275,n02088364_11391,375,500,3,beagle,35,333,32,483
7210,7210,n02095570_2972,500,375,3,lakeland_terrier,1,466,8,328
7844,7844,n02096177_1335,500,375,3,cairn,72,436,27,335
15500,15500,n02106662_10490,337,500,3,german_shepherd,15,335,25,431
13269,13269,n02102480_2648,500,491,3,sussex_spaniel,41,490,23,479
10259,10259,n02099429_630,560,534,3,curly-coated_retriever,57,558,62,530
12966,12966,n02102177_1980,500,434,3,welsh_springer_spaniel,173,408,101,397
11768,11768,n02105412_7514,375,500,3,kelpie,3,282,118,498
14739,14739,n02105855_15506,500,375,3,shetland_sheepdog,63,375,45,374
295,295,n02085782_3516,410,281,3,japanese_spaniel,190,380,69,279
19969,19969,n02112018_7127,500,375,3,pomeranian,133,361,72,310
17139,17139,n02108915_11550,500,375,3,french_bulldog,188,349,68,323
218,218,n02085782_2074,435,293,3,japanese_spaniel,84,327,36,277
14968,14968,n02106030_18345,500,375,3,collie,63,366,72,349
17780,17780,n02109961_7100,333,500,3,eskimo_dog,20,314,22,476
17022,17022,n02108551_2550,336,356,3,tibetan_mastiff,11,314,15,355
8826,8826,n02097209_632,500,375,3,standard_schnauzer,51,331,86,310
20075,20075,n02112137_5664,500,375,3,chow,109,335,123,374
19955,19955,n02112018_1389,500,430,3,pomeranian,27,416,32,351
18999,18999,n02111129_4775,333,500,3,leonberg,47,237,82,426
9297,9297,n02097658_3140,375,500,3,silky_terrier,72,325,33,470
21658,21658,n02115641_6577,470,324,3,dingo,112,392,45,304
17710,17710,n02109961_3054,500,318,3,eskimo_dog,26,442,30,246
25,25,n02085620_1346,450,320,3,chihuahua,1,432,8,316
3441,3441,n02090622_7351,500,340,3,borzoi,336,460,69,299
17120,17120,n02108551_899,610,600,3,tibetan_mastiff,85,545,72,597
8383,8383,n02096585_2900,500,333,3,boston_bull,4,431,0,332
4578,4578,n02091467_3474,296,258,3,norwegian_elkhound,10,276,0,251
10891,10891,n02100236_4181,316,425,3,german_short-haired_pointer,41,284,51,423
17005,17005,n02108551_1991,433,500,3,tibetan_mastiff,73,425,17,470
13823,13823,n02104365_7381,500,375,3,schipperke,98,499,85,374
10641,10641,n02099849_1310,500,375,3,chesapeake_bay_retriever,86,457,12,309
1928,1928,n02088094_13742,500,439,3,afghan_hound,302,394,200,415
12077,12077,n02100735_8736,500,375,3,english_setter,142,410,31,316
7288,7288,n02095889_1914,394,382,3,sealyham_terrier,118,283,42,381
9422,9422,n02098105_1066,375,500,3,soft-coated_wheaten_terrier,3,360,18,498
20198,20198,n02112137_9280,500,401,3,chow,157,332,78,349
4518,4518,n02091467_4842,361,500,3,norwegian_elkhound,17,359,25,498
4863,4863,n02091831_3875,383,500,3,saluki,55,305,201,408
15437,15437,n02106550_4217,500,333,3,rottweiler,91,338,22,314
21512,21512,n02113978_3722,350,262,3,mexican_hairless,55,296,26,247
19437,19437,n02111500_7080,500,375,3,great_pyrenees,230,429,108,287
3964,3964,n02090721_5722,500,375,3,irish_wolfhound,1,247,127,340
8259,8259,n02096437_2940,500,375,3,dandie_dinmont,183,388,94,320
9559,9559,n02098105_779,358,480,3,soft-coated_wheaten_terrier,21,344,40,464
9988,9988,n02099267_2127,500,333,3,flat-coated_retriever,71,499,71,276
13444,13444,n02102973_4287,222,299,3,irish_water_spaniel,19,196,29,276
10710,10710,n02099849_3563,500,375,3,chesapeake_bay_retriever,203,499,72,374
4491,4491,n02091467_4294,500,375,3,norwegian_elkhound,246,499,18,374
17179,17179,n02108915_2899,500,363,3,french_bulldog,39,485,1,362
7933,7933,n02096294_2920,500,375,3,australian_terrier,166,389,52,310
5062,5062,n02091635_4705,320,259,3,otterhound,14,299,1,257
20540,20540,n02113023_1151,360,269,3,pembroke,29,344,14,260
1477,1477,n02087046_309,460,393,3,toy_terrier,15,436,14,359
4304,4304,n02091244_387,300,286,3,ibizan_hound,31,284,20,275
2256,2256,n02088238_9994,500,333,3,basset,172,408,54,314
8875,8875,n02097298_2287,500,395,3,scotch_terrier,0,232,61,361
11360,11360,n02097047_2551,500,375,3,miniature_schnauzer,29,478,61,264
16008,16008,n02107574_1132,375,500,3,greater_swiss_mountain_dog,15,373,2,457
1093,1093,n02086646_3059,500,400,3,blenheim_spaniel,27,457,1,399
21503,21503,n02113978_3419,300,281,3,mexican_hairless,38,280,13,272
13255,13255,n02102480_1649,225,252,3,sussex_spaniel,34,176,29,230
20666,20666,n02112706_108,267,356,3,brabancon_griffon,59,192,58,316
15051,15051,n02106166_2345,500,323,3,border_collie,102,499,52,275
13685,13685,n02104029_4696,500,325,3,kuvasz,37,211,93,254
6128,6128,n02093859_1771,300,290,3,kerry_blue_terrier,21,284,14,280
9477,9477,n02098105_2214,500,375,3,soft-coated_wheaten_terrier,17,499,138,328
8708,8708,n02097209_1839,291,272,3,standard_schnauzer,138,290,48,271
17113,17113,n02108551_1326,500,457,3,tibetan_mastiff,59,431,25,436
12113,12113,n02100735_4079,500,332,3,english_setter,210,455,38,330
9431,9431,n02098105_1190,500,333,3,soft-coated_wheaten_terrier,63,176,153,321
1797,1797,n02088094_10982,500,477,3,afghan_hound,137,389,157,389
10905,10905,n02100236_4566,500,375,3,german_short-haired_pointer,34,470,133,281
17445,17445,n02109047_8139,480,319,3,great_dane,0,405,14,318
6571,6571,n02094258_2870,292,255,3,norwich_terrier,4,252,35,254
12001,12001,n02100735_5258,600,450,3,english_setter,65,598,19,448
17130,17130,n02108915_10564,240,320,3,french_bulldog,14,150,108,319
7997,7997,n02096294_5844,443,500,3,australian_terrier,23,441,6,498
4532,4532,n02091467_6670,500,333,3,norwegian_elkhound,108,416,112,272
8821,8821,n02097209_541,375,345,3,standard_schnauzer,44,327,28,343
17882,17882,n02110063_6083,500,332,3,malamute,0,350,0,331
3619,3619,n02090721_4276,500,375,3,irish_wolfhound,185,318,197,347
3361,3361,n02090622_1786,500,387,3,borzoi,6,499,0,380
4413,4413,n02091244_289,400,272,3,ibizan_hound,82,261,35,246
1576,1576,n02087046_6857,500,375,3,toy_terrier,98,438,1,373
17560,17560,n02109525_7024,400,397,3,saint_bernard,0,234,114,384
20192,20192,n02112137_9082,500,374,3,chow,238,355,191,292
16715,16715,n02108000_355,375,500,3,entlebucher,143,266,173,422
10372,10372,n02099601_5764,390,500,3,golden_retriever,13,256,50,485
16539,16539,n02107908_6909,500,375,3,appenzeller,101,363,15,201
3978,3978,n02091032_9018,500,375,3,italian_greyhound,202,499,60,374
4130,4130,n02091134_19204,500,375,3,whippet,33,137,93,356
129,129,n02085620_5496,500,333,3,chihuahua,0,284,9,332
17320,17320,n02109047_18614,450,600,3,great_dane,103,333,150,597
14283,14283,n02105251_7294,375,500,3,briard,116,302,133,480
14675,14675,n02105641_9225,500,420,3,old_english_sheepdog,26,360,57,409
17341,17341,n02109047_23483,375,500,3,great_dane,40,323,25,496
4549,4549,n02091467_5367,300,225,3,norwegian_elkhound,60,263,4,224
1135,1135,n02086646_4265,292,416,3,blenheim_spaniel,62,246,73,334
12446,12446,n02101388_197,500,342,3,brittany_spaniel,91,317,36,297
20394,20394,n02112706_107,300,252,3,brabancon_griffon,27,282,11,251
16494,16494,n02107908_4473,500,375,3,appenzeller,177,406,42,374
2912,2912,n02089078_2921,250,243,3,black-and-tan_coonhound,6,247,7,239
6269,6269,n02093991_4482,333,500,3,irish_terrier,72,331,83,498
16503,16503,n02107908_4885,333,500,3,appenzeller,101,331,0,438
16514,16514,n02107908_5162,500,375,3,appenzeller,74,433,20,292
20443,20443,n02112706_1805,200,168,3,brabancon_griffon,30,185,32,167
7183,7183,n02095570_6085,280,240,3,lakeland_terrier,7,264,24,218
10174,10174,n02099429_2393,300,240,3,curly-coated_retriever,4,273,28,231
22070,22070,n02116738_7008,288,194,3,african_hunting_dog,144,287,16,174
6699,6699,n02094258_977,500,365,3,norwich_terrier,33,304,74,266
14229,14229,n02105251_5303,325,500,3,briard,22,263,53,430
6569,6569,n02094258_2841,500,369,3,norwich_terrier,41,350,28,367
6912,6912,n02095314_1814,216,180,3,wire-haired_fox_terrier,3,214,6,179
10290,10290,n02099601_14,500,375,3,golden_retriever,44,387,75,282
5940,5940,n02093859_1169,500,335,3,kerry_blue_terrier,4,271,58,334
7759,7759,n02096177_3434,500,375,3,cairn,140,354,49,346
11039,11039,n02089867_2743,336,385,3,walker_hound,35,309,44,384
10067,10067,n02099267_487,500,375,3,flat-coated_retriever,97,393,0,374
10408,10408,n02099601_7588,350,242,3,golden_retriever,169,349,45,167
2242,2242,n02088238_305,360,288,3,basset,90,255,139,244
17833,17833,n02110063_12139,500,375,3,malamute,166,287,116,277
14611,14611,n02105641_4975,500,423,3,old_english_sheepdog,31,332,6,374
7746,7746,n02096177_2897,375,500,3,cairn,121,286,32,412
18879,18879,n02111129_1480,300,225,3,leonberg,94,202,57,131
19102,19102,n02111129_844,600,710,3,leonberg,24,580,12,695
17065,17065,n02108551_462,376,250,3,tibetan_mastiff,108,344,14,229
8838,8838,n02097209_96,500,375,3,standard_schnauzer,83,498,0,373
7160,7160,n02095570_1969,500,375,3,lakeland_terrier,49,340,1,374
17505,17505,n02109525_18371,500,455,3,saint_bernard,0,497,15,453
1942,1942,n02088094_294,489,500,3,afghan_hound,43,196,112,483
2253,2253,n02088238_490,500,400,3,basset,62,296,77,285
18023,18023,n02110185_11626,206,320,3,siberian_husky,0,205,0,319
13554,13554,n02102973_782,300,238,3,irish_water_spaniel,26,253,30,220
798,798,n02086240_126,500,375,3,shih-tzu,90,382,68,284
12729,12729,n02101556_8039,500,375,3,clumber,2,333,107,374
5102,5102,n02092002_2257,500,372,3,scottish_deerhound,16,394,30,336
14161,14161,n02105162_7213,334,500,3,malinois,0,332,116,498
21977,21977,n02116738_4102,450,300,3,african_hunting_dog,0,425,10,299
2890,2890,n02089078_2333,230,290,3,black-and-tan_coonhound,13,229,17,271
12562,12562,n02101388_758,247,270,3,brittany_spaniel,33,225,28,262
5225,5225,n02092002_817,500,333,3,scottish_deerhound,1,390,33,332
13283,13283,n02102480_41,333,500,3,sussex_spaniel,0,294,35,498
17532,17532,n02109525_3448,500,375,3,saint_bernard,0,378,27,374
19934,19934,n02112018_6214,500,400,3,pomeranian,136,395,97,360
820,820,n02086240_306,500,357,3,shih-tzu,259,499,171,356
9887,9887,n02098413_8397,500,375,3,lhasa,120,361,54,278
18711,18711,n02110958_15129,333,500,3,pug,45,309,215,498
21785,21785,n02115913_2365,500,333,3,dhole,292,457,212,280
2738,2738,n02088632_4648,254,338,3,bluetick,41,253,53,337
14732,14732,n02105855_14781,500,375,3,shetland_sheepdog,61,394,48,374
1888,1888,n02088094_392,400,500,3,afghan_hound,33,398,82,498
5152,5152,n02092002_5746,580,435,3,scottish_deerhound,211,424,105,320
3689,3689,n02090721_209,500,333,3,irish_wolfhound,256,393,157,247
20858,20858,n02113186_6992,500,375,3,cardigan,138,470,66,350
15627,15627,n02106662_7212,377,500,3,german_shepherd,38,373,63,498
